Date,Client,Mission Reference,Prix Client,Prix Driver,Adresse de départ,Adresse d'arrivée,Retard driver,Driver login,mission Status,Distance total,Durée de la mission,Rating Client
2023-04-24,Company S,WVIwNJp,22.5,15,"179 Rue de l'Université, Paris, France","93 Avenue Emile Zola, 75015 Paris, France",-149,test_3@test.com,FINISHED,6,24,
2023-04-24,Company A,I4s5yR8,28,17,"105, Bd Gabriel Péri 92240 Malakoff","11 Place de l'Europe, Vélizy-Villacoublay, France",-139,test_1@test.com,FINISHED,32,16,
2023-04-24,Company A,eMvib2q,30,15,"9 Rue Georges Berger, Paris, France","29 Rue Frémicourt, 75015 Paris, France",-124,test_3@test.com,FINISHED,10,41,
2023-04-24,Company D,N47WzVu,255.6,175,"159 Av. de la Marne, 59700 Marcq-en-Barœul, France","26 Allée des Frères Voisin, Paris, France",-235,test_4@test.com,FINISHED,568,230,
2023-04-24,Company D,aRZ6FEg,120,60,"26 Allée des Frères Voisin, Paris, France","27 Av. Carnot, 91300 Massy, France",-123,test_5@test.com,FINISHED,42,59,
2023-04-24,Company D,MdMC2IY,199,250,"Carrefour de l'Artois, 62490 Fresnes-lès-Montauban, France","24 Rue des Bouvreuils, Charleville-Mézières, France",-95,test_2@test.com,FINISHED,472,190,5
2023-04-24,Company D,XL1i1vP,103,72,"1ère Rue du Port Fluvial, 59118 Wambrechies, France","Av. Marc Lefrancq, 59111 Lieu-Saint-Amand, France",198,test_5@test.com,FINISHED,152,213,
2023-04-24,Company E,q04ghgp,175,140,"Clos du Grand Chemin, 79210 Prin-Deyrançon, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",-59,test_4@test.com,FINISHED,326,322,
2023-04-24,Company E,izObjbd,465,489.34,"Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France","15 Rue des Charpentiers, Metz, France",-194,test_1@test.com,FINISHED,"1,552",588,
2023-04-24,Company G,qMQiZxt,465,486.37,"Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France","15 Rue des Charpentiers, Metz, France",-139,test_5@test.com,FINISHED,"1,552",495,
2023-04-24,Company G,IzEO92C,20,15,"63 Route de Paris, Tassin-la-Demi-Lune, France","6 Rue Joannes Carret, 69009 Lyon, France",-118,test_5@test.com,FINISHED,12,58,2
2023-04-24,Company G,jyXgmsm,20,15,"6 Rue Joannes Carret, 69009 Lyon, France","63 Route de Paris, Tassin-la-Demi-Lune, France",-192,test_3@test.com,FINISHED,12,39,
2023-04-24,Company G,T3lY2ao,429,410.45,"505 Route de Chabeuil, Valence, France","12 Rue Jean Jaurès, Puteaux, France",-433,test_4@test.com,FINISHED,"1,17",384,
2023-04-24,Company B,NG74C5Z,235,155,"21 Rue Pierre de Coubertin, Rilhac-Rancon, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",-194,test_1@test.com,FINISHED,784,316,
2023-04-24,Company B,lMVn0LB,265,220,"801 Chemin de Fayolle, Vareilles, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",985,test_1@test.com,FINISHED,852,"1,458",
2023-04-24,Company B,BVBp329,22.5,15,"112 Av. du Général Leclerc, Paris, France","15-17 Rue Barbès, 92120 Montrouge, France",-137,test_1@test.com,FINISHED,4,27,
2023-04-24,Company L - M,dbxGOmI,39,27,"2A Rue Schwilgué, Strasbourg, France","4 Rue Emile Mathis, 67800 Hœnheim, France",-129,test_4@test.com,FINISHED,14,56,
2023-04-24,Company L - M,smTWAbE,478,496.01,"1 Rue des Acacias, Bruges, France","Rn201 ZI des Landiers Nord, . 73000, Chambéry France",280,test_2@test.com,FINISHED,"1,4","1,042",5
2023-04-24,Company L - M,cTSLTHq,105,75,99 Boulevard Lefebvre 75015 Paris,"8 Rue Charles Péguy, Villeroy, France",-124,test_1@test.com,FINISHED,216,159,
2023-04-25,Company L - M,E2WKDl2,45.5,41,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","99 Avenue d'Italie, Paris, France",-147,test_3@test.com,FINISHED,50,69,
2023-04-25,Company L - M,1x6lBUq,99,45,1 rue de l'ile de France 94460 Valenton,22 rue brunel 75017  paris,40,test_1@test.com,FINISHED,40,66,
2023-04-25,Company F,34q3ExP,106,45,1 rue de l'ile de France 94460 Valenton,"18 rue de lafayette,  versailles, France",-123,test_3@test.com,FINISHED,68,79,
2023-04-25,Company F,Cu6wrnF,51,28,"ratp developpement 131 avenue de malakoff,  paris, France",1 rue de l'ile de France 94460 Valenton,-172,test_5@test.com,FINISHED,32,63,2
2023-04-25,Company C,FriqEcZ,106,34,1 rue de l'ile de France 94460 Valenton,"134-142 rue danton,  levallois, France",-96,test_3@test.com,FINISHED,66,57,
2023-04-25,Company C,FzdWdPD,58,50.01,"3 impasse du haut de la velette,  rillieux-la-pape, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-83,test_1@test.com,FINISHED,98,96,
2023-04-25,Company H,4cAStgX,35,26,"1 Avenue Eugène Freyssinet, Guyancourt, France","74, route de la Reine 92100 Boulogne",-89,test_3@test.com,FINISHED,48,13,
2023-04-25,Company H,FzkeXgC,30,22,"13 Rue de la Verrerie, Meudon, France","74, route de la Reine 92100 Boulogne",-198,test_4@test.com,FINISHED,8,27,
2023-04-25,Company I,VlPTuGP,30,21,"11 Rue Philibert Delorme, Paris, France","29 Rue Frémicourt, 75015 Paris, France",-131,test_1@test.com,FINISHED,12,63,
2023-04-25,Company J,7hSZxoD,22.5,20,"4 Cours de l'Île Seguin, Boulogne-Billancourt, France","11 Rue des Sablons, 75116 Paris, France",-29,test_2@test.com,FINISHED,16,15,5
2023-04-25,Company J,gcnZkuo,22.5,20,"15-17 Rue Barbès, 92120 Montrouge, France","112 Av. du Général Leclerc, Paris, France",-123,test_3@test.com,FINISHED,4,19,
2023-04-25,Company K,30FypaF,120,60,"26 Allée des Frères Voisin, Paris, France","Route des Nourrices, Thiverval-Grignon, France",-189,test_2@test.com,FINISHED,72,129,5
2023-04-25,Company A,lSvvQaJ,38,25,"14 Avenue Charles, Gagny, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-180,test_3@test.com,FINISHED,20,39,
2023-04-25,Company A,IpObpeP,257,121,"Avenue du 12 Juillet 1998, Aix-en-Provence, France","6 Avenue de l'Industrie, 69960 Corbas, France",-274,test_4@test.com,FINISHED,626,257,
2023-04-25,Company D,zq7PA6U,604,515.64,Rue Maryse Bastié 91700 Fleury-Mérogis,"7 Avenue Saint-Jérôme, Aix-en-Provence, France",-69,test_5@test.com,FINISHED,"1,662",494,2
2023-04-25,Company D,W4Ku80q,125,90,"20 Rue du Général Ferrié, Annecy, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-127,test_5@test.com,FINISHED,204,143,2
2023-04-25,Company D,aNyy5UA,48,22,"9 Av. Claude Vellefaux, 75010 Paris, France","98 Rue Jean Jaurès, Levallois-Perret, France",-179,test_2@test.com,FINISHED,20,53,5
2023-04-25,Company D,0Vnxuib,465,488.5,"Rue du Bois Barbier, 60880 Le Meux, France","4 Côte de l'Empereur, 33150 Cenon, France",-453,test_1@test.com,FINISHED,"1,338",42,
2023-04-26,Company E,04D6HbN,30,15,"29 Rue Frémicourt, 75015 Paris, France","11 Rue Philibert Delorme, Paris, France",-176,test_3@test.com,FINISHED,14,43,
2023-04-26,Company E,19haHqT,35,25,"74, route de la Reine 92100 Boulogne","1 Avenue Eugène Freyssinet, Guyancourt, France",-138,test_5@test.com,FINISHED,42,71,2
2023-04-26,Company G,7rCRhg0,30,21,"89 Avenue Jean Jaurès, 92120 Montrouge, France","74, route de la Reine 92100 Boulogne",-145,test_1@test.com,FINISHED,16,33,
2023-04-26,Company G,F0a0hMX,27,23,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","1 Rue du Thimerais, Maurepas, France",-213,test_4@test.com,FINISHED,44,40,
2023-04-26,Company G,bznEyc9,99,20,1 rue de l'ile de France 94460 Valenton,8 place des vins de france 75012  paris ,71,test_1@test.com,FINISHED,32,48,
2023-04-26,Company G,dic12cY,127,108,"6 rue aux oeufs,  branches, France",1 rue de l'ile de France 94460 Valenton,-354,test_1@test.com,FINISHED,296,126,
2023-04-26,Company B,eXRjOu4,84,59,"9 rue de l'ormeteau zi les tuileries,,  chelles, France","Route de Picardie, 60190 Avrigny, France",-164,test_3@test.com,FINISHED,148,108,
2023-04-26,Company B,0tfGkhv,60,30,"131 Rue du 1er Mai, Nanterre, France","26 Allée des Frères Voisin, Paris, France",-64,test_2@test.com,FINISHED,34,49,5
2023-04-26,Company B,0aHL5NH,26.1,21,"274 Avenue Napoléon Bonaparte, Rueil-Malmaison, France","11 Rue des Sablons, 75116 Paris, France",-47,test_5@test.com,FINISHED,30,55,2
2023-04-26,Company B,2SugLp0,26.1,21,"274 Avenue Napoléon Bonaparte, Rueil-Malmaison, France","11 Rue des Sablons, 75116 Paris, France",100000,test_2@test.com,FINISHED,30,45,5
2023-04-26,Company F,KRVuqBE,37.8,21,"11 Rue des Sablons, 75116 Paris, France","274 Avenue Napoléon Bonaparte, Rueil-Malmaison, France",-194,test_1@test.com,FINISHED,24,77,
2023-04-26,Company F,UcamTX6,334,210,"208 Avenue du Haut-Lévêque, Pessac, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",-280,test_4@test.com,FINISHED,814,301,
2023-04-26,Company F,8WO4Wb3,167,125,"237 Cours Libération, BP 2348 38033, Grenoble France","40 Chemin de Paisy, Limonest, France",-237,test_1@test.com,FINISHED,256,126,
2023-04-26,Company F,vqQqOyB,171.59,145.51,"237 Cours Libération, BP 2348 38033, Grenoble France","40 Chemin de Paisy, Limonest, France",-89,test_3@test.com,FINISHED,256,233,
2023-04-26,Company F,6mEs6vw,579,437.49,"Rue Thuillère, 91940 Gometz-le-Châtel, France","2 Route de Castelnaudary, Soupex, France",932,test_2@test.com,FINISHED,"1,398","1,332",5
2023-04-27,Company H,02PgT7P,106,32,1 rue de l'ile de France 94460 Valenton,"22 quai gallieni,  suresnes, France",-271,test_3@test.com,FINISHED,70,57,
2023-04-27,Company H,1MnYbBc,106,45,1 rue de l'ile de France 94460 Valenton,"69 boulevard charles de gaulle,  mennecy, France",-309,test_2@test.com,FINISHED,76,80,5
2023-04-27,Company H,3EFsRaH,106,28,1 rue de l'ile de France 94460 Valenton,"6 rue du commandant d'estienne d'orves,  villeneuve la garenne , France",-127,test_4@test.com,FINISHED,72,91,
2023-04-27,Company H,4mwpXFQ,151,68,"Route de Picardie, 60190 Avrigny, France","18 rue de la fosse aux loups,  argenteuil, France",42,test_3@test.com,FINISHED,172,108,
2023-04-27,Company I,363u5nD,55,40,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","1 Rue du Parc des Vergers, Tigery, France",124,test_4@test.com,FINISHED,84,943,
2023-04-27,Company I,8jayv4r,22.5,15,"2 Rue Jean Daudin, Paris, France","93 Avenue Emile Zola, 75015 Paris, France",-171,test_1@test.com,FINISHED,6,22,
2023-04-27,Company I,9h9dlSS,22.5,15,"144 Rue de Rennes, Paris, France","93 Avenue Emile Zola, 75015 Paris, France",-158,test_4@test.com,FINISHED,6,27,
2023-04-27,Company I,BYJNGKh,55,40,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","1 Rue du Parc des Vergers, Tigery, France",-37,test_4@test.com,FINISHED,84,16,
2023-04-27,Company J,JDi3h26,30,20,"29 Rue Frémicourt, 75015 Paris, France","9 Rue Georges Berger, Paris, France",-136,test_5@test.com,FINISHED,12,63,2
2023-04-27,Company J,Suk5Eid,30,17,"74, route de la Reine 92100 Boulogne","26 Quai Charles Pasqua, Levallois-Perret, France",-159,test_1@test.com,FINISHED,20,21,
2023-04-27,Company J,AjiEivg,38,35,"30 Rue de Paris, 93130 Noisy-le-Sec, France","14 Allée de l'Île, Clamart, France",-67,test_2@test.com,FINISHED,76,90,5
2023-04-27,Company J,I7UvtXO,44,28,"64 Rue des Vanesses, Villepinte, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-128,test_2@test.com,FINISHED,28,47,5
2023-04-27,Company K,KJrYHth,44,28,"30 Rue de Paris, 93130 Noisy-le-Sec, France","64 Rue des Vanesses, Villepinte, France",-148,test_4@test.com,FINISHED,28,43,
2023-04-27,Company K,QNw7nSO,38,28,"14 Allée de l'Île, Clamart, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-119,test_3@test.com,FINISHED,48,74,
2023-04-27,Company K,JVYD3pe,22.5,20,"15-17 Rue Barbès, 92120 Montrouge, France","4 Cours de l'Île Seguin, Boulogne-Billancourt, France",-149,test_1@test.com,FINISHED,18,48,
2023-04-27,Company K,abo6Rt8,29.7,26,"11 Rue des Sablons, 75116 Paris, France","274 Avenue Napoléon Bonaparte, Rueil-Malmaison, France",-141,test_2@test.com,FINISHED,32,75,5
2023-04-27,Company K,2GCmQSy,346.67,186,"18 Rue de Genève, Lyon, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",-273,test_1@test.com,FINISHED,"1,03",361,
2023-04-27,Company C,uCwWa77,75,60,"2 Chemin de l'Oratoire, Châteaurenard, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA",-393,test_5@test.com,FINISHED,94,64,
2023-04-27,Company C,kr0BQ6c,51,20,"42 Avenue du Maréchal Foch, Chatou, France","22 Rue des Deux Gares, Rueil-Malmaison, France",-137,test_1@test.com,FINISHED,6,40,
2023-04-27,Company P,lSFnQjs,576,509.67,"23 Rue Delarivière-Lefoullon, Puteaux, France","Impasse des Calandres, Villeneuve-lès-Béziers, France",-335,test_1@test.com,FINISHED,"1,522",461,
2023-04-27,Company Q - R,d7irqpX,184,140,"1 rue joseph Cugnot, . 38300, Bourgoin Jallieu France","104 Avenue Frédéric Mistral, Chasse-sur-Rhône, France",-239,test_4@test.com,FINISHED,98,113,
2023-04-27,Company Q - R,irxf3q7,179.5,147,"237 Cours Libération, BP 2348 38033, Grenoble France","40 Chemin de Paisy, Limonest, France",-185,test_2@test.com,FINISHED,256,261,5
2023-04-27,Company S,QPtZuFp,445,370,"Z.I. des Landiers Ouest, 158 rue des Epinettes  73290 La Motte-Servolex","1 Rue des Vieilles Pierres, 16440 Roullet-Saint-Estèphe, France",100000,test_5@test.com,FINISHED,"1,188","1,382",1
2023-04-28,Company T - U,4SAcGaf,106,31,1 rue de l'ile de France 94460 Valenton,"135 rue des 3 fontanot,  nanterre, France",-97,test_3@test.com,FINISHED,74,79,
2023-04-28,Company T - U,AwOW9ce,199,167,"2 rue claude bloch cs 15205,  caen cedex , France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",-83,test_1@test.com,FINISHED,638,17,
2023-04-28,Company L - M,E5z6GdQ,175,62,"Rue Bennefray, Rives-du-Loir-en-Anjou, France","4 rue paul prevault,  besse sur braye, France",71,test_3@test.com,FINISHED,226,129,
2023-04-28,Company L - M,2aWWZhr,22.5,19,"1 Rue du Clos-Feuquières, Paris, France","93 Avenue Emile Zola, 75015 Paris, France",-144,test_2@test.com,FINISHED,4,27,
2023-04-28,Company N - O,WUTYV7O,22.5,21,"59 Rue Pernety, Paris, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",-139,test_3@test.com,FINISHED,36,52,
2023-04-28,Company N - O,YnD6n2j,393,341.36,"300 Chemin de la Croix de Noves, Avignon, France","7 Rue du 8 Mai 1945, Peyrilhac, France",-563,test_3@test.com,FINISHED,996,324,
2023-04-28,Company A,OQrDDva,30,23,"74, route de la Reine 92100 Boulogne","18 Avenue Henri IV, Meudon, France",-156,test_2@test.com,FINISHED,8,34,
2023-04-28,Company A,UfK61If,30,21,"18 Avenue Henri IV, Meudon, France","74, route de la Reine 92100 Boulogne",-150,test_3@test.com,FINISHED,8,28,
2023-04-28,Company A,88q3KhC,321.67,184,"2 Allée Fénelon, Veauche, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",-226,test_3@test.com,FINISHED,976,546,
2023-04-28,Company D,PCSY8QH,90,63,"41 Rue des Alérions, Metzervisse, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-22,test_4@test.com,FINISHED,134,123,
2023-04-28,Company D,oXgdYk9,125,92,"1589 Chemin du Play, Saint-Romain-les-Atheux, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-449,test_5@test.com,FINISHED,258,114,1
2023-04-28,Company D,6UhAirj,103,84,"28 Quai Gallieni, Suresnes, France","Rue du Bois Barbier, 60880 Le Meux, France",36,test_4@test.com,FINISHED,186,99,
2023-04-28,Company D,FrhJoMO,334,290,"16 Allée des Hérons, 33600 Pessac, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",5,test_1@test.com,FINISHED,816,235,
2023-04-28,Company B,O8hHEUK,257,250.55,"3 All. des Maraîchers, 13013 Marseille, France","6 Avenue de l'Industrie, 69960 Corbas, France",-180,test_5@test.com,FINISHED,696,273,
2023-04-28,Company B,wfSH5Ja,103,84,"28 Quai Gallieni, Suresnes, France","Rue du Bois Barbier, 60880 Le Meux, France",-161,test_1@test.com,FINISHED,186,105,
2023-04-28,Company B,8p12NxE,25,20,"102 Avenue Jean Jaurès, Ivry-sur-Seine, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-98,test_5@test.com,FINISHED,4,39,
2023-04-28,Company B,PO50fUK,44,27,"30 Rue de Paris, 93130 Noisy-le-Sec, France","82 Avenue des Pâquerettes, Montfermeil, France",-119,test_1@test.com,FINISHED,18,36,
2023-04-28,Company F,ruB1cIj,44,27,"82 Avenue des Pâquerettes, Montfermeil, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-184,test_2@test.com,FINISHED,20,39,
2023-04-28,Company F,iwVD3uy,314,324.22,"9 Rue Amand Poron, 10000 Troyes, France","15 Rue Centrale, Pont-de-Chéruy, France",-58,test_4@test.com,FINISHED,722,284,
2023-04-28,Company F,4vCGdkh,22.5,23,"11 Rue des Sablons, 75116 Paris, France","117 Rue Charles Michels, Saint-Denis, France",-201,test_3@test.com,FINISHED,24,58,
2023-04-28,Company F,5C33qXL,22.5,20,"117 Rue Charles Michels, Saint-Denis, France","11 Rue des Sablons, 75116 Paris, France",-38,test_5@test.com,FINISHED,24,47,
2023-04-28,Company E,iA4zdBJ,35,22,"10 Av. de Saint-Germain, 78560 Le Port-Marly, France","14 Rue François Jacob, Rueil-Malmaison, France",-149,test_5@test.com,FINISHED,20,38,
2023-04-28,Company E,rdWfFFn,35,23,"14 Rue François Jacob, Rueil-Malmaison, France","10 Av. de Saint-Germain, 78560 Le Port-Marly, France",-25,test_3@test.com,FINISHED,18,36,
2023-04-28,Company G,LTtSgKR,838.54,585.01,"230 Avenue du Camp-de-Menthe, Aix-en-Provence, France","26 Allée des Frères Voisin, Paris, France","3,754",test_1@test.com,FINISHED,"1,706",14,
2023-04-28,Company G,UlAQUlq,605.12,476.42,"56 Av. de Versailles, 75016 Paris, France","4 Rue du Grand Verger, Versonnex, France",-102,test_1@test.com,FINISHED,"1,018","1,053",
2023-04-28,Company H,sFXrROt,48,24,"9 Av. Claude Vellefaux, 75010 Paris, France","94 Rue de Grenelle, Paris, France",-195,test_4@test.com,FINISHED,14,89,
2023-04-28,Company H,FUpFuxj,512,438,"33-41 Bd Lucien Sampaix, 69190 Saint-Fons, France","Avenue des Martyrs de la Résistance, Martignas-sur-Jalle, France",-260,test_1@test.com,FINISHED,"1,208",412,
2023-04-28,Company H,Sh4g8Vu,512,445.05,"33-41 Bd Lucien Sampaix, 69190 Saint-Fons, France","Avenue des Martyrs de la Résistance, Martignas-sur-Jalle, France",-124,test_3@test.com,FINISHED,"1,208",456,
2023-05-02,Company H,3SmgPDl,99,41,1 rue de l'ile de France 94460 Valenton,43 rue buffon 75005  paris,0,test_1@test.com,FINISHED,28,60,
2023-05-02,Company I,573UiDr,132,70,"7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France","14 Avenue Tony Garnier, Lyon, France",-409,test_2@test.com,FINISHED,134,84,
2023-05-02,Company I,6AZCVPd,106,40,1 rue de l'ile de France 94460 Valenton,1 rue henri giffard 78180  montingy le bretonneux,-165,test_1@test.com,FINISHED,10,75,
2023-05-02,Company I,2kRsmjn,58,33,"169 Rue de la République, Bobigny, France","7 Boulevard Franck Kupka, Puteaux, France",-39,test_1@test.com,FINISHED,52,53,
2023-05-02,Company J,7EfRStI,51,25,"7 Boulevard Franck Kupka, Puteaux, France","169 Rue de la République, Bobigny, France",-6,test_5@test.com,FINISHED,40,46,
2023-05-02,Company J,UYpAUc5,296,170,"400 Promenade des Anglais, Nice, France","23 Rue Ernest Michel, Montpellier, France",643,test_4@test.com,FINISHED,704,"1,179",
2023-05-02,Company C,4xKqoH2,22.5,20,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","61 Rue Henri Regnault, Courbevoie, France",-184,test_5@test.com,FINISHED,42,54,
2023-05-02,Company C,CR6M1GO,22.5,20,"93 Avenue Emile Zola, 75015 Paris, France","2 Rue Jean Daudin, Paris, France",-134,test_2@test.com,FINISHED,4,42,
2023-05-02,Company C,I83gxhs,393,195.36,"159 Avenue du Marquisat, Tournefeuille, France","6 Avenue de l'Industrie, 69960 Corbas, France",919,test_1@test.com,FINISHED,956,"2,322",
2023-05-02,Company C,sAvNpfZ,321,278.01,"178 Rue du Fauge, Aubagne, Provence-Alpes-Côte d'Azur, 13400, France","700 Avenue Jean Falconnier, Culoz, Auvergne-Rhône-Alpes, 01350, France",-365,test_3@test.com,FINISHED,776,273,
2023-05-02,Company K,sGGYIOf,103,80,"Avenue André Malraux, Levallois-Perret, France","Rue du Bois Barbier, 60880 Le Meux, France",-21,test_1@test.com,FINISHED,172,76,
2023-05-02,Company K,OZWRuYh,565.86,453.03,"101 Allée de Port Ponant, La Grande-Motte, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",777,test_5@test.com,FINISHED,"1,608","1,635",
2023-05-02,Company L - M,eTyl61D,70,47,99 Boulevard Lefebvre 75015 Paris,"29 Rue Lécluse, 75017 Paris, France",-137,test_2@test.com,FINISHED,32,59,
2023-05-02,Company N - O,7qu7dkq,60,30,"1 Avenue Spinoza, Émerainville, France","26 Allée des Frères Voisin, Paris, France",204,test_3@test.com,FINISHED,56,50,
2023-05-02,Company N - O,K0OHSeZ,80,40,"27 Av. Carnot, 91300 Massy, France","26 Allée des Frères Voisin, Paris, France",11,test_5@test.com,FINISHED,48,44,
2023-05-02,Company N - O,uNCtH0w,31.05,22,"61 Rue de la Victoire, Paris, France","74, route de la Reine 92100 Boulogne",-131,test_3@test.com,FINISHED,22,46,
2023-05-02,Company A,6r6NuIM,44,25,"30 Rue de Paris, 93130 Noisy-le-Sec, France","64 Rue des Vanesses, Villepinte, France",-72,test_1@test.com,FINISHED,28,29,
2023-05-02,Company A,OvN6zFK,44,30,"64 Rue des Vanesses, Villepinte, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",95,test_2@test.com,FINISHED,28,47,
2023-05-02,Company A,m0fMq53,495,320.03,"22 Rue de la Thumenau, 67100 Strasbourg, France","2 Rue René Caudron, Voisins-le-Bretonneux, France",-207,test_4@test.com,FINISHED,990,367,
2023-05-03,Company D,1uRfAm0,281,162,"Rue Bennefray, Rives-du-Loir-en-Anjou, France","15 rue des peupliers,  voisins le bretonneux, France",293,test_2@test.com,FINISHED,534,161,
2023-05-03,Company D,9bzCHkG,106,28,1 rue de l'ile de France 94460 Valenton,"95 rue de la faisanderie,  paris, France",-197,test_1@test.com,FINISHED,66,88,
2023-05-03,Company D,BXlVtab,106,27,1 rue de l'ile de France 94460 Valenton,"6 avenue graham bell,  bussy st georges, France",-150,test_4@test.com,FINISHED,62,61,
2023-05-03,Company D,CXdsHNb,58,40,"2 Impasse des Coquelicots, Neauphle-le-Vieux, Île-de-France, 78640, France","23-27 Rue Delarivière Lefoullon, Puteaux, Île-de-France, 92800, France",-275,test_1@test.com,FINISHED,78,70,
2023-05-03,Company B,LdmAsRR,51,31,"22 Avenue Lionel Terray, Jonage, France","6 Avenue de l'Industrie, 69960 Corbas, France",-119,test_2@test.com,FINISHED,40,39,3
2023-05-03,Company B,tQLDYNB,199,140.01,"18 Rue de la Tène, 08300 Le Châtelet-sur-Retourne, France","20 Rue André Gide, Châtillon, France",-343,test_3@test.com,FINISHED,404,165,
2023-05-03,Company B,QV9UXlb,22.5,30,"93 Avenue Emile Zola, 75015 Paris, France","104 Boulevard Raymond Poincaré, Garches, France",34,test_4@test.com,FINISHED,30,45,
2023-05-03,Company B,QlNCPvj,24,15,"4 Rue Louis Haussmann, Versailles, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",-148,test_4@test.com,FINISHED,30,33,
2023-05-03,Company F,Ay1T2en,38,20,"47 Boulevard du Général de Gaulle, Villemomble, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",36,test_2@test.com,FINISHED,18,38,3
2023-05-03,Company F,uMjWwYd,53,21,"5 Rue Missak Manoukian, Rosny-sous-Bois, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-73,test_5@test.com,FINISHED,42,32,
2023-05-03,Company F,ClzLXeA,190,144,"830 Rue Félix Demesmay, Cysoing, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",964,test_2@test.com,FINISHED,526,675,
2023-05-03,Company F,sfMXrNT,189.87,149.84,"34 Impasse du Tilleul, Saint-Julien-de-Coppel, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-140,test_3@test.com,FINISHED,472,200,
2023-05-03,Company E,WaEoovp,233,230.02,"14 Rte de Dhuizon, 41250 Neuvy, France","57 Rue Théodore Monod, Rezé, France",-118,test_5@test.com,FINISHED,592,354,
2023-05-03,Company E,drv9yFG,257,198.07,"19 Av. des Peupliers, 35510 Cesson-Sévigné, France","6 Mail des Ombrages, Herblay-sur-Seine, France",-191,test_5@test.com,FINISHED,698,400,
2023-05-03,Company G,cLgniaS,30,20,"21 Rue des Belles Feuilles, Paris, France","74, route de la Reine 92100 Boulogne",-119,test_4@test.com,FINISHED,12,29,
2023-05-03,Company G,WssnfVk,20,15,"38 Quai de Pierre-Scize, Lyon, France","6 Rue Joannes Carret, 69009 Lyon, France",-141,test_2@test.com,FINISHED,6,38,
2023-05-03,Company H,ZKSbQ6d,20,15,"6 Rue Joannes Carret, 69009 Lyon, France","38 Quai de Pierre-Scize, Lyon, France",-118,test_1@test.com,FINISHED,10,32,
2023-05-03,Company H,jmoDfA4,25,20,"11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France","47A Avenue Gambetta, Maisons-Alfort, France",-115,test_1@test.com,FINISHED,6,28,
2023-05-03,Company J,wwPUtES,25,20,"47A Avenue Gambetta, Maisons-Alfort, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-37,test_5@test.com,FINISHED,8,31,
2023-05-03,Company J,Gwdmy9g,180,185.06,"239 Bd de Graville, 76600 Le Havre, France","31 Avenue Louis Breguet, Vélizy-Villacoublay, France",-84,test_3@test.com,FINISHED,964,463,
2023-05-03,Company C,oRPi5vd,386,375,"Z.I. des Landiers Ouest, 158 rue des Epinettes  73290 La Motte-Servolex","1 Rue des Vieilles Pierres, Roullet-Saint-Estèphe, France",-276,test_3@test.com,FINISHED,"1,188",798,
2023-05-04,Company C,4Y8wSBb,127,184.67,"za le montigne est,  torce, France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",48,test_1@test.com,FINISHED,244,138,
2023-05-04,Company C,71zNny5,199,153,"303 rue marie laurecin,  biscarosse, France","1 Avenue de l'Europe, 31620 Castelnau-d'Estrétefonds, France",-183,test_2@test.com,FINISHED,494,252,
